sofifa_id,short_name,nationality,overall,player_positions,work_rate,team_position
186302,E. Hernández,Mexico,76,RM,Medium/Low,LM
186330,T. Gebre Selassie,Czech Republic,76,"RB, RM",Medium/Medium,RB
186589,I. Radovanović,Serbia,76,"CDM, CM",Low/High,SUB
186684,Kiko Olivas,Spain,76,CB,Medium/Medium,RCB
186801,C. Kouyaté,Senegal,76,"CDM, CM",High/Medium,SUB
187702,O. El Kaddouri,Morocco,76,"CAM, CM",High/Medium,RDM
188103,Rochina,Spain,76,"CM, CAM, RM",Medium/Medium,SUB
188268,L. Acosta,Argentina,76,"LW, ST, RW",High/High,LW
188313,Diogo Viana,Portugal,76,"RB, RW",High/Medium,RB
188414,C. Villanueva,Chile,76,CAM,Medium/Low,LF
188802,M. Schmelzer,Germany,76,LB,High/High,SUB
188840,Miguel Lopes,Portugal,76,"RB, CB",High/Medium,RB
189296,E. Berisha,Albania,76,GK,Medium/Medium,GK
189574,Iturraspe,Spain,76,"CM, CDM",Medium/Medium,SUB
189615,A. Cresswell,England,76,LB,High/Medium,LB
189725,T. Cleverley,England,76,"CM, CAM, CDM",High/Medium,SUB
189860,Kiko Femenía,Spain,76,"RB, RWB",High/Medium,RB
190059,S. Zuber,Switzerland,76,"CM, LWB, LM",High/Medium,LWB
190156,Rubén Pérez,Spain,76,"CDM, CM",Medium/Medium,CM
190520,T. Jantschke,Germany,76,"CB, RB",Medium/Medium,SUB
190577,S. Blanco,Argentina,76,"LM, RM, CAM",High/Medium,LM
190607,D. Quintero,Colombia,76,"CF, CAM, ST",High/Medium,CAM
190653,I. Brizuela,Mexico,76,"RM, LW",High/Medium,RWB
190868,K. Théophile-Catherine,France,76,"CB, RB",Low/High,RCB
190885,A. Smith,England,76,"RB, LB",High/Medium,RB
191565,Y. Ōsako,Japan,76,"CF, ST, CAM",Medium/Medium,CF
192358,S. Padt,Netherlands,76,GK,Medium/Medium,GK
192427,Júnior Caiçara,Brazil,76,"RB, RM",High/Medium,RB
192612,M. Jajalo,Bosnia Herzegovina,76,"CM, CDM",Medium/Medium,SUB
192722,R. Hamouma,France,76,"RM, CF, RW",High/Medium,RM
193130,A. Schürrle,Germany,76,"LW, RW, LM",Medium/Medium,ST
193440,N. Viergever,Netherlands,76,"CB, LB",Medium/High,LCB
193844,Portillo,Spain,76,"RM, LM",Medium/Medium,RM
193887,H. Pérez,Paraguay,76,"RM, LM",High/Medium,
194138,A. Gray,England,76,ST,High/Medium,SUB
194644,Montoya,Spain,76,"RB, RWB",High/Medium,RWB
194911,Adrián,Spain,76,GK,Medium/Medium,SUB
194958,A. Mooy,Australia,76,"CM, CDM",Medium/Medium,SUB
196143,D. Pabón,Colombia,76,"RW, RM",High/High,RW
196144,J. Martínez,Colombia,76,ST,Medium/Medium,ST
196147,G. Moreno,Colombia,76,"CAM, CM, RW",Medium/Medium,RW
196150,T. Gutiérrez,Colombia,76,ST,Medium/Low,ST
196801,Mexer,Mozambique,76,CB,Medium/Medium,RCB
196899,Héldon,Cape Verde,76,"RM, LM",High/Low,RM
197837,D. Boyata,Belgium,76,CB,Medium/Medium,SUB
198113,M. Höger,Germany,76,"CDM, CM",Medium/Medium,SUB
198129,C. Ortíz,Paraguay,76,"CDM, CM",Medium/High,LDM
198614,Raúl Navas,Spain,76,CB,Medium/Medium,RCB
198760,S. Taïder,Algeria,76,"CM, LW",High/High,LW
199254,João Pedro,Brazil,76,"CF, CAM",High/Medium,LS
199422,J. Clasie,Netherlands,76,"CM, CDM",Medium/Medium,CDM
199559,R. Inglese,Italy,76,ST,Medium/Medium,ST
199852,N. Jørgensen,Denmark,76,ST,High/Medium,ST
200607,C. Schindler,Germany,76,CB,Medium/Medium,LCB
200752,Juan Jesus,Brazil,76,"CB, LB",Low/High,SUB
200875,E. Gigliotti,Argentina,76,ST,High/Medium,SUB
201262,V. Darida,Czech Republic,76,"CM, CAM, CDM",High/High,LCM
201884,R. Brady,Republic of Ireland,76,LM,High/Medium,SUB
201988,F. Fernández,Argentina,76,CB,Medium/High,SUB
202493,Aleix Vidal,Spain,76,"RB, RM",High/Medium,RM
203910,A. Knockaert,France,76,"RW, RM",High/High,RW
204125,J. Bořil,Czech Republic,76,"LB, RB",High/High,LB
204156,S. Sanogo,Cote d'Ivoire,76,"CDM, CM",Medium/High,RES
204538,R. Ruidíaz,Peru,76,ST,High/Medium,ST
204738,R. Ibarra,Ecuador,76,RM,High/High,RM
204757,Toño García,Spain,76,"LB, LM",High/Medium,LB
205257,N. Sliti,Tunisia,76,"LM, CAM",Medium/Medium,LM
205670,D. Gayle,England,76,"ST, LW",Medium/Medium,RES
206411,D. Garmash,Ukraine,76,"CM, CAM, LM",High/High,CAM
206493,Y. Abdelhamid,Morocco,76,CB,Medium/High,LCB
208379,G. González,Costa Rica,76,CB,Medium/Medium,SUB
209669,D. Siovas,Greece,76,CB,Medium/High,LCB
209744,E. Mena,Chile,76,LB,High/Medium,SUB
210212,Garry Rodrigues,Cape Verde,76,"LM, RM",Medium/Medium,LM
210333,A. Szymanowski,Argentina,76,LM,High/Medium,SUB
210537,R. Steffen,Switzerland,76,"RW, LM, RM",High/Medium,SUB
212772,O. Duarte,Costa Rica,76,"CB, CDM",Medium/Medium,LCB
214047,M. Uribe,Colombia,76,"CM, CDM",High/High,SUB
214968,F. Mancuello,Argentina,76,"CAM, CM, LM",High/Medium,LCM
217546,Sequeira,Portugal,76,LB,Medium/Medium,LB
219411,J. Izquierdo,Colombia,76,LW,High/High,SUB
219953,Embarba,Spain,76,"RM, ST, LM",Medium/Medium,RM
220295,E. Valencia,Ecuador,76,"ST, CAM",High/Medium,RM
220334,O. Romero,Paraguay,76,"RM, CAM, LM",Medium/Low,SUB
221000,B. Ndiaye,Senegal,76,"CM, CDM, CAM",High/High,RES
223053,A. Mena,Ecuador,76,"RW, RM, CAM",Medium/Medium,RM
226379,M. Díaz,Argentina,76,GK,Medium/Medium,SUB
230197,Alexo Baia,Brazil,76,"RB, RM",High/Medium,RB
230224,Juli Freitinho,Brazil,76,CB,Medium/High,RCB
230230,Eltildo Correia,Brazil,76,"CB, RB, LB",Medium/Medium,RCB
230250,Emilio Piodão,Brazil,76,"CDM, CM",Medium/Medium,RDM
230317,Fred Aníbão,Brazil,76,GK,Medium/Medium,GK
230318,Nelsildo Reis,Brazil,76,GK,Medium/Medium,GK
230337,Andeson Trigo,Brazil,76,"LB, LM, CAM",High/Medium,LB
230371,Victildinho,Brazil,76,"RB, RM",Medium/Medium,RB
230388,Davi Parrela,Brazil,76,"CB, CDM",Medium/Medium,RCB
230453,David Seijalbo,Brazil,76,CDM,Medium/High,RDM
230502,Dênildo Stein,Brazil,76,"ST, CF",High/Medium,ST
230528,Rafael Cachoira,Brazil,76,"CB, CDM",Medium/Medium,RCB
232226,D. Boyko,Ukraine,76,GK,Medium/Medium,GK
233138,Y. Kobayashi,Japan,76,"ST, RM, CAM",High/Medium,ST
237135,Davidson,Brazil,76,LM,Medium/Medium,LM
241771,A. Nwakaeme,Nigeria,76,LM,High/Low,LM
245322,G. Ichazo,Uruguay,76,"CB, RB, LB",Medium/Medium,
245326,M. Fagundez,Uruguay,76,CDM,Medium/High,
245327,A. Vera,Uruguay,76,"ST, CF",High/Medium,
251691,A. Zamorado,Ecuador,76,LM,Medium/Low,
251692,A. Aguilmera,Ecuador,76,CB,Medium/High,
251698,K. Berlaso,Ecuador,76,RB,High/Medium,
241096,S. Tonali,Italy,75,"CDM, CM",Medium/High,CDM
234102,I. Radu,Romania,75,GK,Medium/Medium,GK
237819,N. Domínguez,Argentina,75,"CM, CDM, RWB",High/High,LCM
233064,M. Mount,England,75,"CAM, CM",High/Medium,LCM
235883,R. Sessegnon,England,75,"LM, LW, LB",High/Medium,SUB
236496,M. Guendouzi,France,75,"CM, CDM",Medium/High,SUB
236593,C. Stengs,Netherlands,75,RW,Medium/Medium,RW
236920,J. Kluivert,Netherlands,75,"LW, RW",High/Medium,LM
236987,B. Kamara,France,75,CB,Medium/Medium,RCB
241084,L. Díaz,Colombia,75,LM,High/Medium,LM
241686,Manu Vallejo,Spain,75,"ST, CAM, LM",Medium/Medium,RES
241721,Rafael Leão,Portugal,75,ST,High/Low,SUB
220710,H. Wilson,Wales,75,"RW, CM, RM",High/Medium,RM
223885,A. Nübel,Germany,75,GK,Medium/Medium,GK
227503,J. Larsen,Denmark,75,LM,Medium/Medium,RES
233306,D. Henderson,England,75,GK,Medium/Medium,GK
234574,Diogo Dalot,Portugal,75,"RB, LB, RM",High/Medium,SUB
234742,H. Barnes,England,75,"LW, CAM",High/Medium,SUB
234986,P. Retsos,Greece,75,"CB, RB, LB",Medium/High,SUB
238227,K. Diatta,Senegal,75,"LW, RW, ST",High/Medium,SUB
241461,Ferrán Torres,Spain,75,RM,High/Medium,SUB
221014,Carlos Fernández,Spain,75,ST,Medium/Medium,SUB
221714,A. Morelos,Colombia,75,ST,High/Medium,ST
224656,O. Aina,Nigeria,75,"LM, RM, RB",Medium/Medium,SUB
225782,A. Maitland-Niles,England,75,"RWB, RB, RM",Medium/Medium,RB
226592,J. Jankto,Czech Republic,75,"CM, LM",High/High,LCM
228708,L. Martínez Quarta,Argentina,75,CB,Medium/Medium,RCB
230767,Renato Sanches,Portugal,75,CM,High/High,SUB
231207,J. Lucumi,Colombia,75,"CB, LB",Medium/High,LCB
231242,A. Ounas,Algeria,75,"LM, RW, CF",Medium/Low,SUB
231826,Y. Karamoh,France,75,"RM, RW",High/Medium,RW
234833,F. Müller,Germany,75,GK,Medium/Medium,GK
237207,S. Kalu,Nigeria,75,"RM, RW",High/Medium,SUB
238858,Bruno Tabata,Brazil,75,"RW, LW",Medium/Low,RW
239231,Cucurella,Spain,75,"LM, LB",High/Medium,LM
244963,Ivanildo Fernandes,Portugal,75,CB,Medium/Medium,RCB
220528,G. Tutino,Italy,75,"CF, RW, ST",High/Medium,SUB
224371,J. Bowen,England,75,RM,Medium/Medium,RM
228579,B. Henrichs,Germany,75,"RB, LB, RM",High/Medium,SUB
230613,A. Diawara,Guinea,75,"CM, CDM",Medium/High,SUB
231745,L. Dimata,Belgium,75,ST,High/High,SUB
234128,Luiz Araújo,Brazil,75,LM,High/Medium,SUB
235866,C. Kouamé,Cote d'Ivoire,75,"ST, CF",High/Medium,RS
235997,Fran Beltrán,Spain,75,"CDM, CM, CAM",Medium/Medium,LDM
239015,E. Dennis,Nigeria,75,"RW, LW, ST",Medium/Low,LW
241976,Tiago Sá,Portugal,75,GK,Medium/Medium,SUB
244193,Jovane Cabral,Cape Verde,75,LW,High/Medium,SUB
207624,K. Omeruo,Nigeria,75,CB,Low/Medium,CB
215449,R. Skov,Denmark,75,RW,Medium/Medium,SUB
215639,Kenedy,Brazil,75,LM,High/High,RES
215930,T. Jedvaj,Croatia,75,"CB, RB, LB",Medium/Medium,SUB
216320,S. Fofana,Cote d'Ivoire,75,"CM, CDM",High/High,SUB
222160,Y. Koné,Mali,75,LB,High/Medium,LB
225699,Anuar,Morocco,75,"CDM, CAM, CM",High/High,SUB
225945,Thiago Maia,Brazil,75,"CDM, CM",Medium/Medium,SUB
226376,Kaku,Paraguay,75,CAM,High/Medium,CAM
226789,A. Fulgini,France,75,"RM, CM, RW",Medium/Medium,RM
229435,M. Vlap,Netherlands,75,"CAM, CM, LW",High/Medium,LCM
230005,T. Davies,England,75,"CM, CAM, CDM",High/Medium,SUB
230065,S. Serdar,Germany,75,"CM, CDM, CAM",Medium/Medium,RM
231340,G. Montiel,Argentina,75,"RB, CB",High/Medium,RB
231416,D. Lukébakio,Belgium,75,"ST, RM",Medium/Low,SUB
233265,R. Oudin,France,75,"RM, RW",Medium/High,RM
235663,G. Til,Netherlands,75,"CAM, CM",High/High,CAM
236245,A. Elis,Honduras,75,"RM, RW, ST",High/Medium,RM
237034,J. Hernández,Colombia,75,"ST, RM",High/Medium,RES
240976,M. Saracchi,Uruguay,75,LB,High/Medium,SUB
244271,I. Šunjić,Croatia,75,"CDM, CM",Medium/High,LCM
244383,M. Burda,Ukraine,75,"CB, RB, LB",Medium/Medium,RCB
209780,S. Schrijvers,Belgium,75,"CF, ST, CAM",High/High,SUB
210719,M. Kempf,Germany,75,CB,Medium/Medium,RCB
211672,T. Boyd,USA,75,"RM, LM",Medium/Medium,SUB
211784,N. Maupay,France,75,ST,Medium/Medium,SUB
211856,K. Akpoguma,Germany,75,CB,Medium/Medium,RES
212613,W. Saïd,France,75,"ST, RW, LW",Medium/Low,SUB
216820,M. Simon,Nigeria,75,"LM, CF, RM",Medium/Medium,LM
217731,Sandro,Spain,75,"ST, LM, LW",High/Medium,LS
220475,A. Grassi,Italy,75,CM,Medium/Medium,SUB
220715,E. Ponce,Argentina,75,ST,Medium/Medium,LM
221219,G. Conti,Argentina,75,CB,Low/Medium,RES
221354,M. Veljković,Serbia,75,"CB, CDM",Medium/Medium,SUB
221695,G. Donsah,Ghana,75,CM,Medium/Medium,RES
221701,Gabriel Boschilia,Brazil,75,"CAM, LM, RW",High/Low,SUB
222707,Marcos Guilherme,Brazil,75,"RM, LM",Medium/Medium,RM
224081,K. Phillips,England,75,"CDM, CB",Medium/High,CDM
225024,M. Holgate,England,75,"RB, CB",Medium/Medium,SUB
225199,V. Koziello,France,75,"CM, CDM",Medium/High,SUB
225299,E. Velázquez,Uruguay,75,CB,High/Medium,SUB
225859,M. Niakhaté,France,75,CB,Medium/Medium,RCB
227274,D. Barbona,Argentina,75,"RM, LM",High/Medium,SUB
227508,Melero,Spain,75,"CDM, CM",Medium/Medium,RCM
228093,M. Thuram,France,75,"LM, ST",High/Low,RS
229723,M. Jensen,Denmark,75,CM,Medium/Medium,LCM
230147,F. Sacko,Mali,75,RB,High/Medium,RB
230988,F. Krovinović,Croatia,75,"CAM, CM",Medium/Medium,CAM
231235,K. Amian,France,75,"RB, CB",Medium/High,RB
231361,J. Gnagnon,France,75,CB,Medium/Medium,SUB
232144,F. Uduokhai,Germany,75,CB,Medium/Medium,SUB
235634,G. Konan,Cote d'Ivoire,75,LB,High/Medium,SUB
236331,E. Cabaco,Uruguay,75,CB,Low/High,SUB
236480,Y. Bissouma,Mali,75,"CM, CDM",High/Medium,SUB
239641,Alfa Semedo,Guinea Bissau,75,"CDM, CM, CB",Medium/Medium,LCM
242201,Luis Milla,Spain,75,"CDM, CM",High/High,RCM
202811,E. Martínez,Argentina,75,GK,Medium/Medium,SUB
203393,E. Gnahoré,France,75,"CM, CDM",High/Medium,LDM
203903,L. Andersen,Denmark,75,"CAM, CM, LW",High/Medium,LCM
205989,C. Chambers,England,75,"CDM, CM, CB",Low/High,SUB
206075,S. Johnstone,England,75,GK,Medium/Medium,GK
208509,T. Foket,Belgium,75,RB,Medium/High,RB
210136,T. Kędziora,Poland,75,RB,Medium/Medium,RB
210489,L. Schaub,Austria,75,"CAM, RM",High/Medium,SUB
210881,J. McGinn,Scotland,75,CM,High/High,RCM
213689,B. Pearson,England,75,CDM,Medium/High,RDM
213899,E. Balanta,Colombia,75,"CDM, CB",Medium/High,LDM
220633,D. Gray,England,75,"LW, RW",High/Medium,SUB
220854,E. Gutiérrez,Mexico,75,CM,High/Medium,LCM
221832,L. Olaza,Uruguay,75,LB,High/Medium,LB
222123,A. Long,USA,75,CB,Medium/High,RCB
222558,R. Karsdorp,Netherlands,75,RB,High/Medium,RB
223517,Danilo,Brazil,75,"CM, CDM",Medium/Medium,LCM
223641,T. Baumgartl,Germany,75,"CB, RB",Medium/Medium,RCB
224425,M. Wolf,Germany,75,"RB, RM, CM",High/Medium,SUB
226060,R. Assalé,Cote d'Ivoire,75,ST,High/Medium,SUB
226414,M. Coco,France,75,"RM, LM",High/Medium,RES
226627,T. Minamino,Japan,75,"CAM, ST, LM",Medium/Medium,RM
228520,E. Ávila,Argentina,75,"ST, RM",High/High,ST
228747,O. Idrissi,Morocco,75,LW,High/Medium,LW
230936,A. Nagy,Hungary,75,CDM,Medium/High,LDM
231545,Miguel Silva,Portugal,75,GK,Medium/Medium,GK
231949,S. Ghoddos,Iran,75,"ST, LM, LW",High/Medium,LM
232437,F. Ricca,Uruguay,75,LB,High/Medium,SUB
232805,Bernardo,Brazil,75,"LB, LWB, RB",Medium/Medium,SUB
233478,M. Zajc,Slovenia,75,"CAM, CM",Medium/Medium,SUB
234426,Marcão,Brazil,75,CB,Medium/High,RCB
235565,D. Bronn,Tunisia,75,"CB, RB",High/Medium,SUB
240190,K. Malong,Cameroon,75,"CDM, CM",Medium/Medium,CDM
241827,Martín,Spain,75,RB,High/Medium,RB
201931,Gabriel,Brazil,75,GK,Medium/Medium,GK
202445,Rodrigo Ely,Brazil,75,CB,Medium/High,SUB
203485,T. Kongolo,Netherlands,75,"CB, LB",Medium/Medium,LB
204346,Fede Vico,Spain,75,"CAM, LM, RM",Medium/Medium,CAM
205897,N. Chalobah,England,75,"CDM, CM",Medium/Medium,SUB
211147,V. Lazaro,Austria,75,"RB, RM",High/Medium,RM
211361,D. Cataldi,Italy,75,"CM, CDM",Medium/Medium,SUB
213414,W. Troost-Ekong,Nigeria,75,CB,Low/Medium,CB
213597,D. Valdés,Chile,75,"CAM, CM",High/High,SUB
213884,R. Christie,Scotland,75,"CAM, CM, CDM",High/High,CAM
216774,W. Hoedt,Netherlands,75,CB,Medium/High,RES
217805,A. Martín Arias,Argentina,75,GK,Medium/Medium,GK
219712,S. Cristóforo,Uruguay,75,"CDM, CM",Medium/Medium,RES
219733,L. Ajorque,France,75,ST,Medium/Medium,LS
221919,A. Zeneli,Kosovo,75,"LM, RM",Medium/Medium,RES
223710,V. Muriqi,Kosovo,75,ST,Medium/Medium,ST
225951,D. Bouanga,Gabon,75,"LM, RM, ST",Medium/Medium,LM
226861,S. Thioub,Senegal,75,"RM, RW, LM",Medium/Medium,SUB
229593,M. Pjaca,Croatia,75,LW,High/Medium,RES
229804,A. Mitriță,Romania,75,"LW, LM",High/Medium,LW
232869,G. Shoji,Japan,75,CB,High/High,RCB
236311,M. Rog,Croatia,75,CM,High/Medium,LCM
237303,O. Kharbin,Syria,75,ST,High/Low,SUB
240316,Cláudio Falcão,Brazil,75,"CDM, CM",High/High,RCM
191627,M. Rits,Belgium,75,"CM, CDM, CAM",Medium/High,LCM
194996,Borja Bastón,Spain,75,ST,Medium/Low,ST
197681,G. Imbula,France,75,"CM, CDM",Medium/Low,RES
198658,F. Midtsjø,Norway,75,"CM, CDM",Medium/Medium,RCM
199158,Sergio Álvarez,Spain,75,"CDM, CM",Medium/Medium,RDM
199669,L. González Pirez,Argentina,75,CB,High/High,LCB
201976,A. Gomis,Senegal,75,GK,Medium/Medium,SUB
202135,S. Sturaro,Italy,75,CM,High/High,SUB
202151,K. Stafylidis,Greece,75,"LWB, LB",Medium/Medium,SUB
203864,B. Zuculini,Argentina,75,"CDM, CM",Medium/Medium,SUB
205186,P. Gazzaniga,Argentina,75,GK,Medium/Medium,SUB
205478,M. Krmenčík,Czech Republic,75,ST,High/Medium,ST
205995,J. Willems,Netherlands,75,"LWB, LB, LM",High/Low,SUB
206594,S. March,England,75,"LM, LWB",High/High,LWB
207928,T. Rogić,Australia,75,"CAM, CM",Medium/Medium,SUB
208053,D. Pelkas,Greece,75,"CAM, RM, LM",High/Medium,CAM
208364,Clinton Mata,Angola,75,"RB, CB, RM",High/High,RB
208451,R. Quaison,Sweden,75,"CF, ST, CAM",Medium/Medium,LS
210450,A. Touré,France,75,"CDM, CM",Medium/High,RCM
211321,M. Konaté,Senegal,75,ST,High/Medium,SUB
211818,K. Möhwald,Germany,75,"CM, CAM",Medium/Medium,SUB
211879,J. Haberer,Germany,75,"CM, RM",Medium/Medium,RES
211927,Kwon Chang Hoon,Korea Republic,75,RM,Medium/Medium,SUB
212207,N. Stanciu,Romania,75,"CAM, RM, CM",Medium/Medium,SUB
212267,Ivan Cavaleiro,Portugal,75,"LW, RW, LM",High/Medium,LW
212476,Medrán,Spain,75,"CM, CDM, CAM",Medium/Medium,SUB
212878,N. Castillo,Chile,75,ST,High/High,SUB
213242,A. Tameze,France,75,"CM, CDM",Medium/Medium,SUB
215107,H. Villalba,Paraguay,75,"RM, LM, ST",High/Medium,LM
215193,L. Menossi,Argentina,75,"CDM, CM",Medium/Medium,LCM
215616,Jason,Spain,75,RM,Medium/Low,RES
217036,Álex Moreno,Spain,75,"LB, LWB",High/Medium,LB
217605,L. Lerager,Denmark,75,"CM, CDM",High/High,RCM
221016,N. Vukčević,Montenegro,75,"CDM, CM",Medium/High,SUB
223329,A. Conti,Italy,75,"RM, RB",High/High,SUB
223816,J. Rodríguez,Uruguay,75,"ST, LW",High/Medium,SUB
224599,Yan Junling,China PR,75,GK,Medium/Medium,GK
225144,P. Tau,South Africa,75,"RW, CF, LW",Medium/Low,RW
226537,V. Janssen,Netherlands,75,ST,High/Low,SUB
227153,C. Borja,Colombia,75,LB,Medium/Medium,LB
229406,João Novais,Portugal,75,"CM, CAM, RW",Medium/Medium,SUB
234913,C. Fassnacht,Switzerland,75,"RM, LM",High/Medium,SUB
237532,Rodrigo,Brazil,75,RB,High/Medium,SUB
239272,V. Barkas,Greece,75,GK,Medium/Medium,GK
244373,V. Buyalskyi,Ukraine,75,"CM, CAM",High/High,LDM
193186,N. Etheridge,Philippines,75,GK,Medium/Medium,GK
198640,Z. Labyad,Morocco,75,"CAM, LW",Medium/Low,SUB
198657,J. Svensson,Norway,75,"RB, CM",High/High,RB
201389,C. Biraghi,Italy,75,"LB, LM",Medium/Medium,LB
203884,K. Djidji,Cote d'Ivoire,75,"CB, LB",Low/High,SUB
208144,D. Bessa,Italy,75,"CAM, CM",Medium/Low,LF
208535,A. Duncan,Ghana,75,CM,Medium/High,SUB
209818,J. Brenet,Netherlands,75,"LWB, LB, RB",High/Medium,SUB
210007,André Ramalho,Brazil,75,"CB, CDM",Medium/Medium,RCB
210384,R. Haps,Netherlands,75,LB,High/Medium,LB
211263,L. Magallán,Argentina,75,CB,Low/Medium,SUB
215417,C. Mathenia,Germany,75,GK,Medium/Medium,GK
215792,Jemerson,Brazil,75,"CB, CDM",Medium/Medium,SUB
220932,L. Kalinić,Croatia,75,GK,Medium/Medium,SUB
234774,K. Laifis,Cyprus,75,"LB, CB",Medium/High,LCB
172553,J. Lössl,Denmark,75,GK,Medium/Medium,SUB
183129,C. Clark,Republic of Ireland,75,CB,Medium/Medium,SUB
184037,M. Kelly,England,75,"CB, RB, LB",Low/Medium,RCB
184183,S. Dewaest,Belgium,75,CB,Medium/High,RCB
186648,T. Kádár,Hungary,75,"CB, LB",High/Medium,LCB
190113,M. Günok,Turkey,75,GK,Medium/Medium,GK
190824,O. Elabdellaoui,Norway,75,RB,High/Medium,RB
191783,V. Berisha,Kosovo,75,"LM, CM, CAM",High/Medium,SUB
195038,F. Kainz,Austria,75,"LM, CM, CAM",Medium/Medium,LAM
195479,J. Tavernier,England,75,RB,High/Medium,RB
198504,J. Drmić,Switzerland,75,ST,Medium/Medium,SUB
201303,R. Falk,Denmark,75,"CM, LM, RM",High/Medium,RCM
201858,N. Sansone,Italy,75,"ST, CAM, LW",Medium/Medium,LAM
202282,S. Armstrong,Scotland,75,"CAM, CDM, CM",High/High,SUB
202515,Jesé,Spain,75,"LW, ST",Medium/Medium,RES
204355,P. Dummett,Wales,75,"CB, LB",Medium/Medium,LCB
204472,B. Sarr,France,75,"RB, RM",High/Medium,SUB
205086,P. Klement,Germany,75,"CAM, CM, RM",Medium/Medium,SUB
205895,A. Ring,Finland,75,"CDM, CM, CB",High/High,RCM
205942,S. Lung,Romania,75,GK,Medium/Medium,SUB
206414,S. Kryvtsov,Ukraine,75,CB,Medium/Medium,RCB
208224,P. Mantalos,Greece,75,"CAM, CM, RM",Medium/Medium,LM
209547,S. Mitrović,Serbia,75,CB,Low/Medium,CB
209782,S. Larsson,Sweden,75,LW,Medium/Low,LW
209846,C. Günter,Germany,75,"LB, LWB",High/Medium,LB
210441,Fran Sol,Spain,75,ST,Medium/Low,ST
210648,A. Hegazi,Egypt,75,CB,Medium/Medium,SUB
210930,Carles Gil,Spain,75,"CAM, CM, RM",High/Low,LCM
211269,G. Fernández,Argentina,75,"CAM, LM",High/High,CAM
214026,J. Mojica,Colombia,75,"LWB, LM, LB",High/Low,LWB
215699,Y. Sabaly,Senegal,75,RB,High/Medium,RM
215871,A. Jahanbakhsh,Iran,75,"RW, LW",Medium/Medium,SUB
216742,M. Mevlja,Slovenia,75,CB,Medium/High,
219789,H. Traoré,Mali,75,RB,High/Medium,RWB
220132,Zaldúa,Spain,75,RB,Medium/Medium,RB
220948,S. Sydorchuk,Ukraine,75,"CDM, CM",High/High,RDM
221310,A. Roa,Colombia,75,"CAM, LM, RM",High/Medium,RES
221587,J. Lolley,England,75,"RM, LM, RW",High/Medium,RM
228717,Y. Mutō,Japan,75,"ST, CF",High/High,SUB
229037,Borja Valle,Spain,75,"ST, LM",High/Medium,LM
229071,K. Onisiwo,Austria,75,"ST, RM",High/Medium,RS
232905,J. Ito,Japan,75,RW,High/Medium,RW
236221,D. Brašanac,Serbia,75,"CM, RM, CDM",Medium/High,RDM
243007,L. Masopust,Czech Republic,75,"RM, ST, LM",High/High,RM
25420,C. Pizarro,Peru,75,ST,Medium/Low,SUB
49000,A. McGregor,Scotland,75,GK,Medium/Medium,GK
105846,A. Boruc,Poland,75,GK,Medium/Medium,GK
110376,Jonatan Soriano,Spain,75,"ST, CF",Medium/Low,SUB
112365,R. Cohade,France,75,CM,Medium/High,RCM
132740,J. Hansen,Denmark,75,GK,Medium/Medium,GK
134820,S. Brown,Scotland,75,CDM,Medium/High,RDM
135883,S. Francis,England,75,"CB, RB",Medium/Medium,SUB
136113,W. Morgan,Jamaica,75,CB,Medium/High,SUB
138918,L. Rigoni,Italy,75,"CM, CDM",Medium/High,SUB
139062,W. Caballero,Argentina,75,GK,Medium/Medium,SUB
139860,J. Morel,Madagascar,75,CB,Medium/High,LCB
140082,Rafael,Brazil,75,GK,Medium/Medium,SUB
142721,M. Barovero,Argentina,75,GK,Medium/Medium,GK
142784,P. Zabaleta,Argentina,75,"RB, CDM",Medium/High,SUB
142959,M. Barbosa,Argentina,75,GK,Medium/Medium,SUB
143699,G. Gönül,Turkey,75,RB,High/Medium,RB
150516,L. Podolski,Germany,75,"CAM, ST, RW",Medium/Low,SUB
152211,R. Özcan,Austria,75,GK,Medium/Medium,SUB
152916,R. Sambueza,Argentina,75,"RM, LM",High/Medium,LM
153048,M. Wolff Eikrem,Norway,75,"CAM, CM",Medium/Low,CAM
156412,J. Corona,Mexico,75,GK,Medium/Medium,GK
157492,J. Valdivia,Chile,75,CAM,Medium/Medium,CAM
157665,S. Dann,England,75,CB,Low/Medium,LCB
158144,Salva Sevilla,Spain,75,"CM, LM, CAM",Medium/Medium,LCM
159175,A. Romao,Togo,75,CDM,Medium/High,RDM
161805,V. Behrami,Switzerland,75,CDM,Medium/High,RDM
162221,F. Haroun,Belgium,75,"CDM, CM",High/High,LDM
163631,L. Baines,England,75,LB,High/Medium,SUB
163665,D. Congré,France,75,CB,Medium/Medium,RCB
163806,Sergio,Spain,75,GK,Medium/Medium,SUB
164878,L. Refaelov,Israel,75,"CAM, CM, RM",High/High,CAM
164994,J. Błaszczykowski,Poland,75,"RM, RB",High/High,RM
165536,G. Cabral,Argentina,75,CB,Medium/High,RCB
165769,Cássio,Brazil,75,GK,Medium/Medium,GK
167431,G. Castro,Germany,75,"CM, CDM",Medium/Medium,LCM
167665,N. Domingo,Argentina,75,"CDM, CM, CB",Low/High,CDM
168565,H. Rodallega,Colombia,75,ST,High/Low,ST
168621,Zeca,Greece,75,CM,High/High,LCM
169426,Barragán,Spain,75,"RB, RM",High/Medium,SUB
169697,D. Randolph,Republic of Ireland,75,GK,Medium/Medium,GK
